OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,Delivered,CompanyName,City,Country,FirstName,LastName
10761,RATTC,5,1997-12-02,1997-12-30,1997-12-08,2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,True,Rattlesnake Canyon Grocery,Albuquerque,USA,Steven,Buchanan
10762,FOLKO,3,1997-12-02,1997-12-30,1997-12-09,1,328.74,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Janet,Leverling
10763,FOLIG,3,1997-12-03,1997-12-31,1997-12-08,3,37.35,Folies gourmandes,"184, chauss e de Tournai",Lille,,59000,France,True,Folies gourmandes,Lille,France,Janet,Leverling
10764,ERNSH,6,1997-12-03,1997-12-31,1997-12-08,3,145.45,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Michael,Suyama
10765,QUICK,3,1997-12-04,1998-01-01,1997-12-09,3,42.74,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Janet,Leverling
10766,OTTIK,4,1997-12-05,1998-01-02,1997-12-09,1,157.55,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,True,Ottilies K seladen,K ln,Germany,Margaret,Peacock
10767,SUPRD,4,1997-12-05,1998-01-02,1997-12-15,3,1.59,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,True,Supr mes d lices,Charleroi,Belgium,Margaret,Peacock
10768,AROUT,3,1997-12-08,1998-01-05,1997-12-15,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,True,Around the Horn,London,UK,Janet,Leverling
10769,VAFFE,3,1997-12-08,1998-01-05,1997-12-12,1,65.06,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,True,Vaffeljernet, rhus,Denmark,Janet,Leverling
10770,HANAR,8,1997-12-09,1998-01-06,1997-12-17,3,5.32,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,True,Hanari Carnes,Rio de Janeiro,Brazil,Laura,Callahan
10771,ERNSH,9,1997-12-10,1998-01-07,1998-01-02,2,11.19,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Anne,Dodsworth
10772,LEHMS,3,1997-12-10,1998-01-07,1997-12-19,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,True,Lehmanns Marktstand,Frankfurt a.M.,Germany,Janet,Leverling
10773,ERNSH,1,1997-12-11,1998-01-08,1997-12-16,3,96.43,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Nancy,Davolio
10774,FOLKO,4,1997-12-11,1997-12-25,1997-12-12,1,48.2,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Margaret,Peacock
10775,THECR,7,1997-12-12,1998-01-09,1997-12-26,1,20.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,True,The Cracker Box,Butte,USA,Robert,King
10776,ERNSH,1,1997-12-15,1998-01-12,1997-12-18,3,351.53,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Nancy,Davolio
10777,GOURL,7,1997-12-15,1997-12-29,1998-01-21,2,3.01,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,True,Gourmet Lanchonetes,Campinas,Brazil,Robert,King
10778,BERGS,3,1997-12-16,1998-01-13,1997-12-24,1,6.79,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Janet,Leverling
10779,MORGK,3,1997-12-16,1998-01-13,1998-01-14,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,True,Morgenstern Gesundkost,Leipzig,Germany,Janet,Leverling
10780,LILAS,2,1997-12-16,1997-12-30,1997-12-25,1,42.13,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,True,LILA-Supermercado,Barquisimeto,Venezuela,Andrew,Fuller
10781,WARTH,2,1997-12-17,1998-01-14,1997-12-19,3,73.16,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Andrew,Fuller
10782,CACTU,9,1997-12-17,1998-01-14,1997-12-22,3,1.1,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,True,Cactus Comidas para llevar,Buenos Aires,Argentina,Anne,Dodsworth
10783,HANAR,4,1997-12-18,1998-01-15,1997-12-19,2,124.98,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,True,Hanari Carnes,Rio de Janeiro,Brazil,Margaret,Peacock
10784,MAGAA,4,1997-12-18,1998-01-15,1997-12-22,3,70.09,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,True,Magazzini Alimentari Riuniti,Bergamo,Italy,Margaret,Peacock
10785,GROSR,1,1997-12-18,1998-01-15,1997-12-24,3,1.51,GROSELLA-Restaurante,5  Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,True,GROSELLA-Restaurante,Caracas,Venezuela,Nancy,Davolio
10786,QUEEN,8,1997-12-19,1998-01-16,1997-12-23,1,110.87,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,True,Queen Cozinha,Sao Paulo,Brazil,Laura,Callahan
10787,LAMAI,2,1997-12-19,1998-01-02,1997-12-26,1,249.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,True,La maison d'Asie,Toulouse,France,Andrew,Fuller
10788,QUICK,1,1997-12-22,1998-01-19,1998-01-19,2,42.7,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Nancy,Davolio
10789,FOLIG,1,1997-12-22,1998-01-19,1997-12-31,2,100.6,Folies gourmandes,"184, chauss e de Tournai",Lille,,59000,France,True,Folies gourmandes,Lille,France,Nancy,Davolio
10790,GOURL,6,1997-12-22,1998-01-19,1997-12-26,1,28.23,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,True,Gourmet Lanchonetes,Campinas,Brazil,Michael,Suyama
10791,FRANK,6,1997-12-23,1998-01-20,1998-01-01,2,16.85,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Michael,Suyama
10792,WOLZA,1,1997-12-23,1998-01-20,1997-12-31,3,23.79,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,True,Wolski  Zajazd,Warszawa,Poland,Nancy,Davolio
10793,AROUT,3,1997-12-24,1998-01-21,1998-01-08,3,4.52,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,True,Around the Horn,London,UK,Janet,Leverling
10794,QUEDE,6,1997-12-24,1998-01-21,1998-01-02,1,21.49,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,True,Que Del cia,Rio de Janeiro,Brazil,Michael,Suyama
10795,ERNSH,8,1997-12-24,1998-01-21,1998-01-20,2,126.66,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Laura,Callahan
10796,HILAA,3,1997-12-25,1998-01-22,1998-01-14,1,26.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Janet,Leverling
10797,DRACD,7,1997-12-25,1998-01-22,1998-01-05,2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,True,Drachenblut Delikatessen,Aachen,Germany,Robert,King
10798,ISLAT,2,1997-12-26,1998-01-23,1998-01-05,1,2.33,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,True,Island Trading,Cowes,UK,Andrew,Fuller
10799,KOENE,9,1997-12-26,1998-02-06,1998-01-05,3,30.76,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Anne,Dodsworth
10800,SEVES,1,1997-12-26,1998-01-23,1998-01-05,3,137.44,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,True,Seven Seas Imports,London,UK,Nancy,Davolio
10801,BOLID,4,1997-12-29,1998-01-26,1997-12-31,2,97.09,B lido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain,True,B lido Comidas preparadas,Madrid,Spain,Margaret,Peacock
10802,SIMOB,4,1997-12-29,1998-01-26,1998-01-02,2,257.26,Simons bistro,Vinb ltet 34,Kobenhavn,,1734,Denmark,True,Simons bistro,Kobenhavn,Denmark,Margaret,Peacock
10803,WELLI,4,1997-12-30,1998-01-27,1998-01-06,1,55.23,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,True,Wellington Importadora,Resende,Brazil,Margaret,Peacock
10804,SEVES,6,1997-12-30,1998-01-27,1998-01-07,2,27.33,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,True,Seven Seas Imports,London,UK,Michael,Suyama
10805,THEBI,2,1997-12-30,1998-01-27,1998-01-09,3,237.34,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,True,The Big Cheese,Portland,USA,Andrew,Fuller
10806,VICTE,3,1997-12-31,1998-01-28,1998-01-05,2,22.11,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,True,Victuailles en stock,Lyon,France,Janet,Leverling
10807,FRANS,4,1997-12-31,1998-01-28,1998-01-30,1,1.36,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,True,Franchi S.p.A.,Torino,Italy,Margaret,Peacock
10808,OLDWO,2,1998-01-01,1998-01-29,1998-01-09,3,45.53,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,True,Old World Delicatessen,Anchorage,USA,Andrew,Fuller
10809,WELLI,7,1998-01-01,1998-01-29,1998-01-07,1,4.87,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,True,Wellington Importadora,Resende,Brazil,Robert,King
10810,LAUGB,2,1998-01-01,1998-01-29,1998-01-07,3,4.33,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,True,Laughing Bacchus Wine Cellars,Vancouver,Canada,Andrew,Fuller
10811,LINOD,8,1998-01-02,1998-01-30,1998-01-08,1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,True,LINO-Delicateses,I. de Margarita,Venezuela,Laura,Callahan
10812,REGGC,5,1998-01-02,1998-01-30,1998-01-12,1,59.78,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,True,Reggiani Caseifici,Reggio Emilia,Italy,Steven,Buchanan
10813,RICAR,1,1998-01-05,1998-02-02,1998-01-09,1,47.38,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,True,Ricardo Adocicados,Rio de Janeiro,Brazil,Nancy,Davolio
10814,VICTE,3,1998-01-05,1998-02-02,1998-01-14,3,130.94,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,True,Victuailles en stock,Lyon,France,Janet,Leverling
10815,SAVEA,2,1998-01-05,1998-02-02,1998-01-14,3,14.62,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Andrew,Fuller
10816,GREAL,4,1998-01-06,1998-02-03,1998-02-04,2,719.78,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,True,Great Lakes Food Market,Eugene,USA,Margaret,Peacock
10817,KOENE,3,1998-01-06,1998-01-20,1998-01-13,2,306.07,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Janet,Leverling
10818,MAGAA,7,1998-01-07,1998-02-04,1998-01-12,3,65.48,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,True,Magazzini Alimentari Riuniti,Bergamo,Italy,Robert,King
10819,CACTU,2,1998-01-07,1998-02-04,1998-01-16,3,19.76,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,True,Cactus Comidas para llevar,Buenos Aires,Argentina,Andrew,Fuller
10820,RATTC,3,1998-01-07,1998-02-04,1998-01-13,2,37.52,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,True,Rattlesnake Canyon Grocery,Albuquerque,USA,Janet,Leverling
10821,SPLIR,1,1998-01-08,1998-02-05,1998-01-15,1,36.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,True,Split Rail Beer & Ale,Lander,USA,Nancy,Davolio
10822,TRAIH,6,1998-01-08,1998-02-05,1998-01-16,3,7.0,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,True,Trail's Head Gourmet Provisioners,Kirkland,USA,Michael,Suyama
10823,LILAS,5,1998-01-09,1998-02-06,1998-01-13,2,163.97,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,True,LILA-Supermercado,Barquisimeto,Venezuela,Steven,Buchanan
10824,FOLKO,8,1998-01-09,1998-02-06,1998-01-30,1,1.23,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Laura,Callahan
10825,DRACD,1,1998-01-09,1998-02-06,1998-01-14,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,True,Drachenblut Delikatessen,Aachen,Germany,Nancy,Davolio
10826,BLONP,6,1998-01-12,1998-02-09,1998-02-06,1,7.09,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,True,Blondesddsl p re et fils,Strasbourg,France,Michael,Suyama
10827,BONAP,1,1998-01-12,1998-01-26,1998-02-06,2,63.54,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Nancy,Davolio
10828,RANCH,9,1998-01-13,1998-01-27,1998-02-04,1,90.85,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,True,Rancho grande,Buenos Aires,Argentina,Anne,Dodsworth
10829,ISLAT,9,1998-01-13,1998-02-10,1998-01-23,1,154.72,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,True,Island Trading,Cowes,UK,Anne,Dodsworth
10830,TRADH,4,1998-01-13,1998-02-24,1998-01-21,2,81.83,Tradi ao Hipermercados,"Av. In s de Castro, 414",Sao Paulo,SP,05634-030,Brazil,True,Tradi  o Hipermercados,Sao Paulo,Brazil,Margaret,Peacock
10831,SANTG,3,1998-01-14,1998-02-11,1998-01-23,2,72.19,Sant  Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,True,Sant  Gourmet,Stavern,Norway,Janet,Leverling
10832,LAMAI,2,1998-01-14,1998-02-11,1998-01-19,2,43.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,True,La maison d'Asie,Toulouse,France,Andrew,Fuller
10833,OTTIK,6,1998-01-15,1998-02-12,1998-01-23,2,71.49,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,True,Ottilies K seladen,K ln,Germany,Michael,Suyama
10834,TRADH,1,1998-01-15,1998-02-12,1998-01-19,3,29.78,Tradi ao Hipermercados,"Av. In s de Castro, 414",Sao Paulo,SP,05634-030,Brazil,True,Tradi  o Hipermercados,Sao Paulo,Brazil,Nancy,Davolio
10835,ALFKI,1,1998-01-15,1998-02-12,1998-01-21,3,69.53,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany,True,Alfreds Futterkiste,Berlin,Germany,Nancy,Davolio
10836,ERNSH,7,1998-01-16,1998-02-13,1998-01-21,1,411.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Robert,King
10837,BERGS,9,1998-01-16,1998-02-13,1998-01-23,3,13.32,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Anne,Dodsworth
10838,LINOD,3,1998-01-19,1998-02-16,1998-01-23,3,59.28,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,True,LINO-Delicateses,I. de Margarita,Venezuela,Janet,Leverling
10839,TRADH,3,1998-01-19,1998-02-16,1998-01-22,3,35.43,Tradi ao Hipermercados,"Av. In s de Castro, 414",Sao Paulo,SP,05634-030,Brazil,True,Tradi  o Hipermercados,Sao Paulo,Brazil,Janet,Leverling
10840,LINOD,4,1998-01-19,1998-03-02,1998-02-16,2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,True,LINO-Delicateses,I. de Margarita,Venezuela,Margaret,Peacock
10841,SUPRD,5,1998-01-20,1998-02-17,1998-01-29,2,424.3,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,True,Supr mes d lices,Charleroi,Belgium,Steven,Buchanan
10842,TORTU,1,1998-01-20,1998-02-17,1998-01-29,3,54.42,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,True,Tortuga Restaurante,M xico D.F.,Mexico,Nancy,Davolio
10843,VICTE,4,1998-01-21,1998-02-18,1998-01-26,2,9.26,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,True,Victuailles en stock,Lyon,France,Margaret,Peacock
10844,PICCO,8,1998-01-21,1998-02-18,1998-01-26,2,25.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,True,Piccolo und mehr,Salzburg,Austria,Laura,Callahan
10845,QUICK,8,1998-01-21,1998-02-04,1998-01-30,1,212.98,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Laura,Callahan
10846,SUPRD,2,1998-01-22,1998-03-05,1998-01-23,3,56.46,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,True,Supr mes d lices,Charleroi,Belgium,Andrew,Fuller
10847,SAVEA,4,1998-01-22,1998-02-05,1998-02-10,3,487.57,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Margaret,Peacock
10848,CONSH,7,1998-01-23,1998-02-20,1998-01-29,2,38.24,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,True,Consolidated Holdings,London,UK,Robert,King
10849,KOENE,9,1998-01-23,1998-02-20,1998-01-30,2,0.56,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Anne,Dodsworth
10850,VICTE,1,1998-01-23,1998-03-06,1998-01-30,1,49.19,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,True,Victuailles en stock,Lyon,France,Nancy,Davolio
10851,RICAR,5,1998-01-26,1998-02-23,1998-02-02,1,160.55,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,True,Ricardo Adocicados,Rio de Janeiro,Brazil,Steven,Buchanan
10852,RATTC,8,1998-01-26,1998-02-09,1998-01-30,1,174.05,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,True,Rattlesnake Canyon Grocery,Albuquerque,USA,Laura,Callahan
10853,BLAUS,9,1998-01-27,1998-02-24,1998-02-03,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,True,Blauer See Delikatessen,Mannheim,Germany,Anne,Dodsworth
10854,ERNSH,3,1998-01-27,1998-02-24,1998-02-05,2,100.22,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Janet,Leverling
10855,OLDWO,3,1998-01-27,1998-02-24,1998-02-04,1,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,True,Old World Delicatessen,Anchorage,USA,Janet,Leverling
10856,ANTON,3,1998-01-28,1998-02-25,1998-02-10,2,58.43,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,True,Antonio Moreno Taquer a,M xico D.F.,Mexico,Janet,Leverling
10857,BERGS,8,1998-01-28,1998-02-25,1998-02-06,2,188.85,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Laura,Callahan
10858,LACOR,2,1998-01-29,1998-02-26,1998-02-03,1,52.51,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,True,La corne d'abondance,Versailles,France,Andrew,Fuller
10859,FRANK,1,1998-01-29,1998-02-26,1998-02-02,2,76.1,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Nancy,Davolio
10860,FRANR,3,1998-01-29,1998-02-26,1998-02-04,3,19.26,France restauration,"54, rue Royale",Nantes,,44000,France,True,France restauration,Nantes,France,Janet,Leverling
10861,WHITC,4,1998-01-30,1998-02-27,1998-02-17,2,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,True,White Clover Markets,Seattle,USA,Margaret,Peacock
10862,LEHMS,8,1998-01-30,1998-03-13,1998-02-02,2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,True,Lehmanns Marktstand,Frankfurt a.M.,Germany,Laura,Callahan
10863,HILAA,4,1998-02-02,1998-03-02,1998-02-17,2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Margaret,Peacock
10864,AROUT,4,1998-02-02,1998-03-02,1998-02-09,2,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,True,Around the Horn,London,UK,Margaret,Peacock
10865,QUICK,2,1998-02-02,1998-02-16,1998-02-12,1,348.14,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Andrew,Fuller
10866,BERGS,5,1998-02-03,1998-03-03,1998-02-12,1,109.11,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Steven,Buchanan
10867,LONEP,6,1998-02-03,1998-03-17,1998-02-11,1,1.93,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,True,Lonesome Pine Restaurant,Portland,USA,Michael,Suyama
10868,QUEEN,7,1998-02-04,1998-03-04,1998-02-23,2,191.27,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,True,Queen Cozinha,Sao Paulo,Brazil,Robert,King
10869,SEVES,5,1998-02-04,1998-03-04,1998-02-09,1,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,True,Seven Seas Imports,London,UK,Steven,Buchanan
10870,WOLZA,5,1998-02-04,1998-03-04,1998-02-13,3,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,True,Wolski  Zajazd,Warszawa,Poland,Steven,Buchanan
10871,BONAP,9,1998-02-05,1998-03-05,1998-02-10,2,112.27,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Anne,Dodsworth
10872,GODOS,5,1998-02-05,1998-03-05,1998-02-09,2,175.32,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,True,Godos Cocina T pica,Sevilla,Spain,Steven,Buchanan
10873,WILMK,4,1998-02-06,1998-03-06,1998-02-09,1,0.82,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,True,Wilman Kala,Helsinki,Finland,Margaret,Peacock
10874,GODOS,5,1998-02-06,1998-03-06,1998-02-11,2,19.58,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,True,Godos Cocina T pica,Sevilla,Spain,Steven,Buchanan
10875,BERGS,4,1998-02-06,1998-03-06,1998-03-03,2,32.37,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Margaret,Peacock
10876,BONAP,7,1998-02-09,1998-03-09,1998-02-12,3,60.42,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Robert,King
10877,RICAR,1,1998-02-09,1998-03-09,1998-02-19,1,38.06,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,True,Ricardo Adocicados,Rio de Janeiro,Brazil,Nancy,Davolio
10878,QUICK,4,1998-02-10,1998-03-10,1998-02-12,1,46.69,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Margaret,Peacock
10879,WILMK,3,1998-02-10,1998-03-10,1998-02-12,3,8.5,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,True,Wilman Kala,Helsinki,Finland,Janet,Leverling
10880,FOLKO,7,1998-02-10,1998-03-24,1998-02-18,1,88.01,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Robert,King
10881,CACTU,4,1998-02-11,1998-03-11,1998-02-18,1,2.84,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,True,Cactus Comidas para llevar,Buenos Aires,Argentina,Margaret,Peacock
10882,SAVEA,4,1998-02-11,1998-03-11,1998-02-20,3,23.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Margaret,Peacock
10883,LONEP,8,1998-02-12,1998-03-12,1998-02-20,3,0.53,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,True,Lonesome Pine Restaurant,Portland,USA,Laura,Callahan
10884,LETSS,4,1998-02-12,1998-03-12,1998-02-13,2,90.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,True,Let's Stop N Shop,San Francisco,USA,Margaret,Peacock
10885,SUPRD,6,1998-02-12,1998-03-12,1998-02-18,3,5.64,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,True,Supr mes d lices,Charleroi,Belgium,Michael,Suyama
10886,HANAR,1,1998-02-13,1998-03-13,1998-03-02,1,4.99,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,True,Hanari Carnes,Rio de Janeiro,Brazil,Nancy,Davolio
10887,GALED,8,1998-02-13,1998-03-13,1998-02-16,3,1.25,Galer a del gastron mo,"Rambla de Catalu a, 23",Barcelona,,8022,Spain,True,Galer a del gastr nomo,Barcelona,Spain,Laura,Callahan
10888,GODOS,1,1998-02-16,1998-03-16,1998-02-23,2,51.87,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,True,Godos Cocina T pica,Sevilla,Spain,Nancy,Davolio
10889,RATTC,9,1998-02-16,1998-03-16,1998-02-23,3,280.61,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,True,Rattlesnake Canyon Grocery,Albuquerque,USA,Anne,Dodsworth
